epoch,train_loss,train_xent,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,time
186,0.576881,0.575198,0.566767,0.044485,0.818725,0.756118,0.652087,0.689353,0.001000,437.686222
187,0.574413,0.559345,0.585853,0.046647,0.808765,0.756403,0.643505,0.691401,0.001000,437.982035
188,0.576462,0.563166,0.556898,0.044182,0.816164,0.749004,0.668237,0.699875,0.001000,437.102927
189,0.575974,0.565046,0.564920,0.045254,0.813034,0.745304,0.662076,0.706648,0.001000,437.334720
190,0.574750,0.551659,0.613694,0.048434,0.810188,0.777462,0.620271,0.659143,0.001000,437.503850
191,0.576200,0.560517,0.581666,0.046167,0.811895,0.765225,0.616798,0.673442,0.001000,437.266627
192,0.576805,0.553630,0.563288,0.044049,0.822709,0.760672,0.679715,0.709570,0.001000,437.665316
193,0.574581,0.556852,0.663036,0.056870,0.780592,0.673022,0.635393,0.665515,0.001000,438.435478
194,0.575795,0.560949,0.749468,0.070598,0.723961,0.518213,0.559444,0.565093,0.001000,438.167376
195,0.575153,0.551096,0.584661,0.047544,0.803927,0.717701,0.665205,0.684130,0.001000,437.902559
196,0.574369,0.554007,0.621928,0.049291,0.809619,0.779169,0.600715,0.638079,0.001000,439.563883
197,0.574480,0.550883,0.641237,0.053812,0.790552,0.631474,0.667586,0.662478,0.001000,437.962978
198,0.574490,0.567216,0.570122,0.045504,0.813603,0.767217,0.660851,0.701920,0.001000,437.732917
199,0.575238,0.563472,0.606958,0.048171,0.809334,0.781161,0.616928,0.651719,0.001000,437.713587
200,0.573660,0.556233,0.618879,0.050997,0.796528,0.664200,0.671836,0.676949,0.001000,437.861787
201,0.571123,0.570323,0.578965,0.046251,0.819294,0.731929,0.661456,0.671205,0.001000,436.929398
202,0.574664,0.549788,0.578298,0.046605,0.809334,0.766932,0.614953,0.666363,0.001000,437.403314
203,0.570724,0.543752,0.587070,0.047589,0.804496,0.695219,0.662058,0.682929,0.001000,437.091390
204,0.571098,0.544266,0.674951,0.058846,0.767217,0.592772,0.580800,0.599353,0.001000,437.099164
205,0.575219,0.564981,0.653532,0.050386,0.809334,0.780876,0.608869,0.639059,0.001000,438.062861
206,0.571570,0.551477,0.585361,0.047984,0.811895,0.719124,0.659335,0.685837,0.001000,437.967283
207,0.570482,0.562488,0.602571,0.048238,0.805065,0.702618,0.651220,0.671455,0.001000,437.541856
208,0.570458,0.556514,0.699327,0.061537,0.763802,0.589072,0.622033,0.629916,0.001000,438.107329
209,0.573677,0.583196,0.569386,0.045524,0.811611,0.735629,0.675544,0.710040,0.001000,437.739709
210,0.568697,0.545246,0.632005,0.050464,0.799943,0.772055,0.595095,0.644311,0.001000,437.605893
211,0.568579,0.558587,0.583008,0.046306,0.806488,0.745020,0.670010,0.701506,0.001000,439.323119
212,0.572107,0.554158,0.564923,0.044705,0.815879,0.772624,0.647846,0.693433,0.001000,440.841802
213,0.570498,0.550336,0.586634,0.045484,0.817302,0.757541,0.653480,0.693084,0.001000,437.402951
214,0.572101,0.557041,0.584854,0.047515,0.808480,0.736767,0.636522,0.675774,0.001000,438.701909
215,0.575837,0.550300,0.584384,0.046045,0.810757,0.757541,0.637643,0.684806,0.001000,439.850779
216,0.572575,0.555123,0.588314,0.047641,0.807627,0.691804,0.680682,0.706352,0.001000,442.724990
